text,label
this is how it all came about six or seven of us were sitting one day after tea some were gazing across the street into the windows of a milliners shop where the light still shone brightly upon scarlet feathers and golden slippers others were idly occupied in building little towers of sugar upon the edge of the tea tray after a time so far as i can remember we drew round the fire and began as usual to praise menhow strong how noble how brilliant how courageous how beautiful they werehow we envied those who by hook or by crook managed to get attached to one for lifewhen poll who had said nothing burst into tears poll i must tell you has always been queer for one thing her father was a strange man he left her a fortune in his will but on condition that she read all the books in the london library we comforted her as best we could but we knew in our hearts how vain it was for though we like her poll is no beauty leaves her shoe laces untied and must have been thinking while we praised men that not one of them would ever wish to marry her at last she dried her tears for some time we could make nothing of what she said strange enough it was in all conscience she told us that as we knew she spent most of her time in the london library reading she had begun she said with english literature on the top floor and was steadily working her way down to the times on the bottom and now half or perhaps only a quarter way through a terrible thing had happened she could read no more books were not what we thought them books she cried rising to her feet and speaking with an intensity of desolation which i shall never forget are for the most part unutterably bad,1
of course we cried out that shakespeare wrote books and milton and shelley,1
oh yes she interrupted us youve been well taught i can see but you are not members of the london library here her sobs broke forth anew at length recovering a little she opened one of the pile of books which she always carried about with herfrom a window or in a garden or some such name as that it was called and it was written by a man called benton or henson or something of that kind she read the first few pages we listened in silence but thats not a book someone said so she chose another this time it was a history but i have forgotten the writers name our trepidation increased as she went on not a word of it seemed to be true and the style in which it was written was execrable,1
poetry poetry we cried impatiently read us poetry i cannot describe the desolation which fell upon us as she opened a little volume and mouthed out the verbose sentimental foolery which it contained,1
it must have been written by a woman one of us urged but no she told us that it was written by a young man one of the most famous poets of the day i leave you to imagine what the shock of the discovery was though we all cried and begged her to read no more she persisted and read us extracts from the lives of the lord chancellors when she had finished jane the eldest and wisest of us rose to her feet and said that she for one was not convinced,1
why she asked if men write such rubbish as this should our mothers have wasted their youth in bringing them into the world,1
we were all silent and in the silence poor poll could be heard sobbing out why why did my father teach me to read,1
clorinda was the first to come to her senses its all our fault she said every one of us knows how to read but no one save poll has ever taken the trouble to do it i for one have taken it for granted that it was a womans duty to spend her youth in bearing children i venerated my mother for bearing ten still more my grandmother for bearing fifteen it was i confess my own ambition to bear twenty we have gone on all these ages supposing that men were equally industrious and that their works were of equal merit while we have borne the children they we supposed have borne the books and the pictures we have populated the world they have civilized it but now that we can read what prevents us from judging the results before we bring another child into the world we must swear that we will find out what the world is like,1
so we made ourselves into a society for asking questions one of us was to visit a manofwar another was to hide herself in a scholars study another was to attend a meeting of business men while all were to read books look at pictures go to concerts keep our eyes open in the streets and ask questions perpetually we were very young you can judge of our simplicity when i tell you that before parting that night we agreed that the objects of life were to produce good people and good books our questions were to be directed to finding out how far these objects were now attained by men we vowed solemnly that we would not bear a single child until we were satisfied,1
off we went then some to the british museum others to the kings navy some to oxford others to cambridge we visited the royal academy and the tate heard modern music in concert rooms went to the law courts and saw new plays no one dined out without asking her partner certain questions and carefully noting his replies at intervals we met together and compared our observations oh those were merry meetings never have i laughed so much as i did when rose read her notes upon honour and described how she had dressed herself as an thiopian prince and gone aboard one of his majestys ships discovering the hoax the captain visited her now disguised as a private gentleman and demanded that honour should be satisfied but how she asked how he bellowed with the cane of course seeing that he was beside himself with rage and expecting that her last moment had come she bent over and received to her amazement six light taps upon the behind the honour of the british navy is avenged he cried and raising herself she saw him with the sweat pouring down his face holding out a trembling right hand away she exclaimed striking an attitude and imitating the ferocity of his own expression my honour has still to be satisfied spoken like a gentleman he returned and fell into profound thought if six strokes avenge the honour of the kings navy he mused how many avenge the honour of a private gentleman he said he would prefer to lay the case before his brother officers she replied haughtily that she could not wait he praised her sensibility let me see he cried suddenly did your father keep a carriage no she said or a riding horse we had a donkey she bethought her which drew the mowing machine at this his face lighted my mothers name she added for gods sake man dont mention your mothers name he shrieked trembling like an aspen and flushing to the roots of his hair and it was ten minutes at least before she could induce him to proceed at length he decreed that if she gave him four strokes and a half in the small of the back at a spot indicated by himself the half conceded he said in recognition of the fact that her great grandmothers uncle was killed at trafalgar it was his opinion that her honour would be as good as new this was done they retired to a restaurant drank two bottles of wine for which he insisted upon paying and parted with protestations of eternal friendship,1
then we had fannys account of her visit to the law courts at her first visit she had come to the conclusion that the judges were either made of wood or were impersonated by large animals resembling man who had been trained to move with extreme dignity mumble and nod their heads to test her theory she had liberated a handkerchief of bluebottles at the critical moment of a trial but was unable to judge whether the creatures gave signs of humanity for the buzzing of the flies induced so sound a sleep that she only woke in time to see the prisoners led into the cells below but from the evidence she brought we voted that it is unfair to suppose that the judges are men,1
helen went to the royal academy but when asked to deliver her report upon the pictures she began to recite from a pale blue volume o for the touch of a vanished hand and the sound of a voice that is still home is the hunter home from the hill he gave his bridle reins a shake love is sweet love is brief spring the fair spring is the years pleasant king o to be in england now that aprils there men must work and women must weep the path of duty is the way to glory we could listen to no more of this gibberish,1
daughters of england she began but here we pulled her down a vase of water getting spilt over her in the scuffle,1
thank god she exclaimed shaking herself like a dog now ill roll on the carpet and see if i cant brush off what remains of the union jack then perhaps here she rolled energetically getting up she began to explain to us what modern pictures are like when castalia stopped her,1
what is the average size of a picture she asked perhaps two feet by two and a half she said castalia made notes while helen spoke and when she had done and we were trying not to meet each others eyes rose and said at your wish i spent last week at oxbridge disguised as a charwoman i thus had access to the rooms of several professors and will now attempt to give you some ideaonly she broke off i cant think how to do it its all so queer these professors she went on live in large houses built round grass plots each in a kind of cell by himself yet they have every convenience and comfort you have only to press a button or light a little lamp their papers are beautifully filed books abound there are no children or animals save half a dozen stray cats and one aged bullfincha cock i remember she broke off an aunt of mine who lived at dulwich and kept cactuses you reached the conservatory through the double drawingroom and there on the hot pipes were dozens of them ugly squat bristly little plants each in a separate pot once in a hundred years the aloe flowered so my aunt said but she died before that happened we told her to keep to the point well she resumed when professor hobkin was out i examined his life work an edition of sappho its a queer looking book six or seven inches thick not all by sappho oh no most of it is a defence of sapphos chastity which some german had denied and i can assure you the passion with which these two gentlemen argued the learning they displayed the prodigious ingenuity with which they disputed the use of some implement which looked to me for all the world like a hairpin astounded me especially when the door opened and professor hobkin himself appeared a very nice mild old gentleman but what could he know about chastity we misunderstood her,1
no no she protested hes the soul of honour im surenot that he resembles roses sea captain in the least i was thinking rather of my aunts cactuses what could they know about chastity,1
again we told her not to wander from the pointdid the oxbridge professors help to produce good people and good booksthe objects of life,1
there she exclaimed it never struck me to ask it never occurred to me that they could possibly produce anything,1
i believe said sue that you made some mistake probably professor hobkin was a gyncologist a scholar is a very different sort of man a scholar is overflowing with humour and inventionperhaps addicted to wine but what of thata delightful companion generous subtle imaginativeas stands to reason for he spends his life in company with the finest human beings that have ever existed,1
hum said castalia perhaps id better go back and try again,1
some three months later it happened that i was sitting alone when castalia entered i dont know what it was in the look of her that so moved me but i could not restrain myself and dashing across the room i clasped her in my arms not only was she very beautiful she seemed also in the highest spirits how happy you look i exclaimed as she sat down,1
you have not broken our vow i said anxiously noticing something about her figure,1
oh the vow she said casually im going to have a baby if thats what you mean you cant imagine she burst out how exciting how beautiful how satisfying,1
totoanswer questions she replied in some confusion whereupon she told me the whole of her story but in the middle of an account which interested and excited me more than anything i had ever heard she gave the strangest cry half whoop half holloa,1
chastity chastity wheres my chastity she cried help ho the scent bottle,1
there was nothing in the room but a cruet containing mustard which i was about to administer when she recovered her composure,1
you should have thought of that three months ago i said severely,1
true she replied theres not much good in thinking of it now it was unfortunate by the way that my mother had me called castalia,1
oh castalia your mother i was beginning when she reached for the mustard pot,1
no no no she said shaking her head if youd been a chaste woman yourself you would have screamed at the sight of meinstead of which you rushed across the room and took me in your arms no cassandra we are neither of us chaste so we went on talking,1
meanwhile the room was filling up for it was the day appointed to discuss the results of our observations everyone i thought felt as i did about castalia they kissed her and said how glad they were to see her again at length when we were all assembled jane rose and said that it was time to begin she began by saying that we had now asked questions for over five years and that though the results were bound to be inconclusivehere castalia nudged me and whispered that she was not so sure about that then she got up and interrupting jane in the middle of a sentence said,1
before you say any more i want to knowam i to stay in the room because she added i have to confess that i am an impure woman,1
it was extraordinary to see the different expressions on their faces a sort of hum went through the room in which i could catch the words impure baby castalia and so on jane who was herself considerably moved put it to us,1
such a roar filled the room as might have been heard in the street outside,1
no no no let her stay impure fiddlesticks yet i fancied that some of the youngest girls of nineteen or twenty held back as if overcome with shyness then we all came about her and began asking questions and at last i saw one of the youngest who had kept in the background approach shyly and say to her,1
what is chastity then i mean is it good or is it bad or is it nothing at all she replied so low that i could not catch what she said,1
you know i was shocked said another for at least ten minutes,1
in my opinion said poll who was growing crusty from always reading in the london library chastity is nothing but ignorancea most discreditable state of mind we should admit only the unchaste to our society i vote that castalia shall be our president,1
it is as unfair to brand women with chastity as with unchastity said poll some of us havent the opportunity either moreover i dont believe cassy herself maintains that she acted as she did from a pure love of knowledge,1
he is only twentyone and divinely beautiful said cassy with a ravishing gesture,1
i move said helen that no one be allowed to talk of chastity or unchastity save those who are in love,1
oh bother said judith who had been enquiring into scientific matters im not in love and im longing to explain my measures for dispensing with prostitutes and fertilizing virgins by act of parliament,1
she went on to tell us of an invention of hers to be erected at tube stations and other public resorts which upon payment of a small fee would safeguard the nations health accommodate its sons and relieve its daughters then she had contrived a method of preserving in sealed tubes the germs of future lord chancellors or poets or painters or musicians she went on supposing that is to say that these breeds are not extinct and that women still wish to bear children,1
of course we wish to bear children cried castalia impatiently jane rapped the table,1
that is the very point we are met to consider she said for five years we have been trying to find out whether we are justified in continuing the human race castalia has anticipated our decision but it remains for the rest of us to make up our minds,1
here one after another of our messengers rose and delivered their reports the marvels of civilisation far exceeded our expectations and as we learnt for the first time how man flies in the air talks across space penetrates to the heart of an atom and embraces the universe in his speculations a murmur of admiration burst from our lips,1
we are proud we cried that our mothers sacrificed their youth in such a cause as this castalia who had been listening intently looked prouder than all the rest then jane reminded us that we had still much to learn and castalia begged us to make haste on we went through a vast tangle of statistics we learnt that england has a population of so many millions and that such and such a proportion of them is constantly hungry and in prison that the average size of a working mans family is such and that so great a percentage of women die from maladies incident to childbirth reports were read of visits to factories shops slums and dockyards descriptions were given of the stock exchange of a gigantic house of business in the city and of a government office the british colonies were now discussed and some account was given of our rule in india africa and ireland i was sitting by castalia and i noticed her uneasiness,1
we shall never come to any conclusion at all at this rate she said as it appears that civilisation is so much more complex than we had any notion would it not be better to confine ourselves to our original enquiry we agreed that it was the object of life to produce good people and good books all this time we have been talking of aeroplanes factories and money let us talk about men themselves and their arts for that is the heart of the matter,1
so the diners out stepped forward with long slips of paper containing answers to their questions these had been framed after much consideration a good man we had agreed must at any rate be honest passionate and unworldly but whether or not a particular man possessed those qualities could only be discovered by asking questions often beginning at a remote distance from the centre is kensington a nice place to live in where is your son being educatedand your daughter now please tell me what do you pay for your cigars by the way is sir joseph a baronet or only a knight often it seemed that we learnt more from trivial questions of this kind than from more direct ones i accepted my peerage said lord bunkum because my wife wished it i forget how many titles were accepted for the same reason working fifteen hours out of the twentyfour as i do ten thousand professional men began,1
no no of course you can neither read nor write but why do you work so hard my dear lady with a growing family but why does your family grow their wives wished that too or perhaps it was the british empire but more significant than the answers were the refusals to answer very few would reply at all to questions about morality and religion and such answers as were given were not serious questions as to the value of money and power were almost invariably brushed aside or pressed at extreme risk to the asker im sure said jill that if sir harley tightboots hadnt been carving the mutton when i asked him about the capitalist system he would have cut my throat the only reason why we escaped with our lives over and over again is that men are at once so hungry and so chivalrous they despise us too much to mind what we say,1
of course they despise us said eleanor at the same time how do you account for thisi made enquiries among the artists now no woman has ever been an artist has she poll,1
janeaustencharlottebrontgeorgeeliot cried poll like a man crying muffins in a back street,1
damn the woman someone exclaimed what a bore she is,1
since sappho there has been no female of first rate eleanor began quoting from a weekly newspaper,1
its now well known that sappho was the somewhat lewd invention of professor hobkin ruth interrupted,1
anyhow there is no reason to suppose that any woman ever has been able to write or ever will be able to write eleanor continued and yet whenever i go among authors they never cease to talk to me about their books masterly i say or shakespeare himself for one must say something and i assure you they believe me,1
that proves nothing said jane they all do it only she sighed it doesnt seem to help us much perhaps we had better examine modern literature next liz its your turn,1
elizabeth rose and said that in order to prosecute her enquiry she had dressed as a man and been taken for a reviewer,1
i have read new books pretty steadily for the past five years said she mr wells is the most popular living writer then comes mr arnold bennett then mr compton mackenzie mr mckenna and mr walpole may be bracketed together she sat down,1
but youve told us nothing we expostulated or do you mean that these gentlemen have greatly surpassed janeelliot and that english fiction iswheres that review of yours oh yes safe in their hands,1
safe quite safe she said shifting uneasily from foot to foot and im sure that they give away even more than they receive,1
we were all sure of that but we pressed her do they write good books,1
good books she said looking at the ceiling you must remember she began speaking with extreme rapidity that fiction is the mirror of life and you cant deny that education is of the highest importance and that it would be extremely annoying if you found yourself alone at brighton late at night not to know which was the best boarding house to stay at and suppose it was a dripping sunday eveningwouldnt it be nice to go to the movies,1
but what has that got to do with it we asked,1
the truth but isnt it wonderful she broke offmr chitter has written a weekly article for the past thirty years upon love or hot buttered toast and has sent all his sons to eton,1
oh the truth she stammered the truth has nothing to do with literature and sitting down she refused to say another word,1
ladies we must try to sum up the results jane was beginning when a hum which had been heard for some time through the open window drowned her voice,1
war war war declaration of war men were shouting in the street below,1
what war we cried what war we remembered too late that we had never thought of sending anyone to the house of commons we had forgotten all about it we turned to poll who had reached the history shelves in the london library and asked her to enlighten us,1
sometimes for one reason sometimes for another she replied calmly in for example the shouts outside drowned her words again in in it was the austrians in was the francoprussianin on the other hand,1
ah i dont know what theyre going to war for now she admitted,1
the war was over and peace was in process of being signed when i once more found myself with castalia in the room where our meetings used to be held we began idly turning over the pages of our old minute books queer i mused to see what we were thinking five years ago we are agreed castalia quoted reading over my shoulder that it is the object of life to produce good people and good books we made no comment upon that a good man is at any rate honest passionate and unworldly what a womans language i observed oh dear cried castalia pushing the book away from her what fools we were it was all polls fathers fault she went on i believe he did it on purposethat ridiculous will i mean forcing poll to read all the books in the london library if we hadnt learnt to read she said bitterly we might still have been bearing children in ignorance and that i believe was the happiest life after all i know what youre going to say about war she checked me and the horror of bearing children to see them killed but our mothers did it and their mothers and their mothers before them and they didnt complain they couldnt read ive done my best she sighed to prevent my little girl from learning to read but whats the use i caught ann only yesterday with a newspaper in her hand and she was beginning to ask me if it was true next shell ask me whether mr lloyd george is a good man then whether mr arnold bennett is a good novelist and finally whether i believe in god how can i bring my daughter up to believe in nothing she demanded,1
surely you could teach her to believe that a mans intellect is and always will be fundamentally superior to a womans i suggested she brightened at this and began to turn over our old minutes again yes she said think of their discoveries their mathematics their science their philosophy their scholarship and then she began to laugh i shall never forget old hobkin and the hairpin she said and went on reading and laughing and i thought she was quite happy when suddenly she drew the book from her and burst out oh cassandra why do you torment me dont you know that our belief in mans intellect is the greatest fallacy of them all what i exclaimed ask any journalist schoolmaster politician or public house keeper in the land and they will all tell you that men are much cleverer than women as if i doubted it she said scornfully how could they help it havent we bred them and fed and kept them in comfort since the beginning of time so that they may be clever even if theyre nothing else its all our doing she cried we insisted upon having intellect and now weve got it and its intellect she continued thats at the bottom of it what could be more charming than a boy before he has begun to cultivate his intellect he is beautiful to look at he gives himself no airs he understands the meaning of art and literature instinctively he goes about enjoying his life and making other people enjoy theirs then they teach him to cultivate his intellect he becomes a barrister a civil servant a general an author a professor every day he goes to an office every year he produces a book he maintains a whole family by the products of his brainpoor devil soon he cannot come into a room without making us all feel uncomfortable he condescends to every woman he meets and dares not tell the truth even to his own wife instead of rejoicing our eyes we have to shut them if we are to take him in our arms true they console themselves with stars of all shapes ribbons of all shades and incomes of all sizesbut what is to console us that we shall be able in ten years time to spend a weekend at lahore or that the least insect in japan has a name twice the length of its body oh cassandra for heavens sake let us devise a method by which men may bear children it is our only chance for unless we provide them with some innocent occupation we shall get neither good people nor good books we shall perish beneath the fruits of their unbridled activity and not a human being will survive to know that there once was shakespeare,1
it is too late i replied we cannot provide even for the children that we have,1
and then you ask me to believe in intellect she said,1
while we spoke men were crying hoarsely and wearily in the street and listening we heard that the treaty of peace had just been signed the voices died away the rain was falling and interfered no doubt with the proper explosion of the fireworks,1
my cook will have bought the evening news said castalia and ann will be spelling it out over her tea i must go home,1
its no goodnot a bit of good i said once she knows how to read theres only one thing you can teach her to believe inand that is herself,1
so we swept up the papers of our society and though ann was playing with her doll very happily we solemnly made her a present of the lot and told her we had chosen her to be president of the society of the futureupon which she burst into tears poor little girl,1
lazy and indifferent shaking space easily from his wings knowing his way the heron passes over the church beneath the sky white and distant absorbed in itself endlessly the sky covers and uncovers moves and remains a lake blot the shores of it out a mountain oh perfectthe sun gold on its slopes down that falls ferns then or white feathers for ever and ever,1
desiring truth awaiting it laboriously distilling a few words for ever desiringa cry starts to the left another to the right wheels strike divergently omnibuses conglomerate in conflictfor ever desiringthe clock asseverates with twelve distinct strokes that it is midday light sheds gold scales children swarmfor ever desiring truth red is the dome coins hang on the trees smoke trails from the chimneys bark shout cry iron for saleand truth,1
radiating to a point mens feet and womens feet black or goldencrustedthis foggy weathersugar no thank youthe commonwealth of the futurethe firelight darting and making the room red save for the black figures and their bright eyes while outside a van discharges miss thingummy drinks tea at her desk and plateglass preserves fur coats,1
flaunted leaflight drifting at corners blown across the wheels silversplashed home or not home gathered scattered squandered in separate scales swept up down torn sunk assembledand truth,1
now to recollect by the fireside on the white square of marble from ivory depths words rising shed their blackness blossom and penetrate fallen the book in the flame in the smoke in the momentary sparksor now voyaging the marble square pendant minarets beneath and the indian seas while space rushes blue and stars glinttruth or now content with closeness,1
lazy and indifferent the heron returns the sky veils her stars then bares them,1
such an expression of unhappiness was enough by itself to make ones eyes slide above the papers edge to the poor womans faceinsignificant without that look almost a symbol of human destiny with it lifes what you see in peoples eyes lifes what they learn and having learnt it never though they seek to hide it cease to be aware ofwhat that lifes like that it seems five faces oppositefive mature facesand the knowledge in each face strange though how people want to conceal it marks of reticence are on all those faces lips shut eyes shaded each one of the five doing something to hide or stultify his knowledge one smokes another reads a third checks entries in a pocket book a fourth stares at the map of the line framed opposite and the fifththe terrible thing about the fifth is that she does nothing at all she looks at life ah but my poor unfortunate woman do play the gamedo for all our sakes conceal it,1
as if she heard me she looked up shifted slightly in her seat and sighed she seemed to apologise and at the same time to say to me if only you knew then she looked at life again but i do know i answered silently glancing at the times for manners sake i know the whole business peace between germany and the allied powers was yesterday officially ushered in at parissignor nitti the italian prime ministera passenger train at doncaster was in collision with a goods train we all knowthe times knowsbut we pretend we dont my eyes had once more crept over the papers rim she shuddered twitched her arm queerly to the middle of her back and shook her head again i dipped into my great reservoir of life take what you like i continued births deaths marriages court circular the habits of birds leonardo da vinci the sandhills murder high wages and the cost of livingoh take what you like i repeated its all in the times again with infinite weariness she moved her head from side to side until like a top exhausted with spinning it settled on her neck,1
the times was no protection against such sorrow as hers but other human beings forbade intercourse the best thing to do against life was to fold the paper so that it made a perfect square crisp thick impervious even to life this done i glanced up quickly armed with a shield of my own she pierced through my shield she gazed into my eyes as if searching any sediment of courage at the depths of them and damping it to clay her twitch alone denied all hope discounted all illusion,1
so we rattled through surrey and across the border into sussex but with my eyes upon life i did not see that the other travellers had left one by one till save for the man who read we were alone together here was three bridges station we drew slowly down the platform and stopped was he going to leave us i prayed both waysi prayed last that he might stay at that instant he roused himself crumpled his paper contemptuously like a thing done with burst open the door and left us alone,1
the unhappy woman leaning a little forward palely and colourlessly addressed metalked of stations and holidays of brothers at eastbourne and the time of year which was i forget now early or late but at last looking from the window and seeing i knew only life she breathed staying awaythats the drawback of it ah now we approached the catastrophe my sisterinlawthe bitterness of her tone was like lemon on cold steel and speaking not to me but to herself she muttered nonsense she would saythats what they all say and while she spoke she fidgeted as though the skin on her back were as a plucked fowls in a poulterers shopwindow,1
oh that cow she broke off nervously as though the great wooden cow in the meadow had shocked her and saved her from some indiscretion then she shuddered and then she made the awkward angular movement that i had seen before as if after the spasm some spot between the shoulders burnt or itched then again she looked the most unhappy woman in the world and i once more reproached her though not with the same conviction for if there were a reason and if i knew the reason the stigma was removed from life,1
her lips pursed as if to spit venom at the word pursed they remained all she did was to take her glove and rub hard at a spot on the windowpane she rubbed as if she would rub something out for eversome stain some indelible contamination indeed the spot remained for all her rubbing and back she sank with the shudder and the clutch of the arm i had come to expect something impelled me to take my glove and rub my window there too was a little speck on the glass for all my rubbing it remained and then the spasm went through me i crooked my arm and plucked at the middle of my back my skin too felt like the damp chickens skin in the poulterers shopwindow one spot between the shoulders itched and irritated felt clammy felt raw could i reach it surreptitiously i tried she saw me a smile of infinite irony infinite sorrow flitted and faded from her face but she had communicated shared her secret passed her poison she would speak no more leaning back in my corner shielding my eyes from her eyes seeing only the slopes and hollows greys and purples of the winters landscape i read her message deciphered her secret reading it beneath her gaze,1
hildas the sisterinlaw hilda hilda hilda marshhilda the blooming the full bosomed the matronly hilda stands at the door as the cab draws up holding a coin poor minnie more of a grasshopper than everold cloak she had last year well well with two children these days one cant do more no minnie ive got it here you are cabbynone of your ways with me come in minnie oh i could carry you let alone your basket so they go into the diningroom aunt minnie children,1
slowly the knives and forks sink from the upright down they get bob and barbara hold out hands stiffly back again to their chairs staring between the resumed mouthfuls but this well skip ornaments curtains trefoil china plate yellow oblongs of cheese white squares of biscuitskipoh but wait halfway through luncheon one of those shivers bob stares at her spoon in mouth get on with your pudding bob but hilda disapproves why should she twitch skip skip till we reach the landing on the upper floor stairs brassbound linoleum worn oh yes little bedroom looking out over the roofs of eastbournezigzagging roofs like the spines of caterpillars this way that way striped red and yellow with blueblack slating now minnie the doors shut hilda heavily descends to the basement you unstrap the straps of your basket lay on the bed a meagre nightgown stand side by side furred felt slippers the lookingglassno you avoid the lookingglass some methodical disposition of hatpins perhaps the shell box has something in it you shake it its the pearl stud there was last yearthats all and then the sniff the sigh the sitting by the window three oclock on a december afternoon the rain drizzling one light low in the skylight of a drapery emporium another high in a servants bedroomthis one goes out that gives her nothing to look at a moments blanknessthen what are you thinking let me peep across at her opposite shes asleep or pretending it so what would she think about sitting at the window at three oclock in the afternoon health money hills her god yes sitting on the very edge of the chair looking over the roofs of eastbourne minnie marsh prays to god thats all very well and she may rub the pane too as though to see god better but what god does she see whos the god of minnie marsh the god of the back streets of eastbourne the god of three oclock in the afternoon i too see roofs i see sky but oh dearthis seeing of gods more like president kruger than prince albertthats the best i can do for him and i see him on a chair in a black frockcoat not so very high up either i can manage a cloud or two for him to sit on and then his hand trailing in the cloud holds a rod a truncheon is itblack thick thorneda brutal old bullyminnies god did he send the itch and the patch and the twitch is that why she prays what she rubs on the window is the stain of sin oh she committed some crime,1
i have my choice of crimes the woods flit and flyin summer there are bluebells in the opening there when spring comes primroses a parting was it twenty years ago vows broken not minnies she was faithful how she nursed her mother all her savings on the tombstonewreaths under glassdaffodils in jars but im off the track a crime they would say she kept her sorrow suppressed her secrether sex theyd saythe scientific people but what flummery to saddle her with sex nomore like this passing down the streets of croydon twenty years ago the violet loops of ribbon in the drapers window spangled in the electric light catch her eye she lingerspast six still by running she can reach home she pushes through the glass swing door its saletime shallow trays brim with ribbons she pauses pulls this fingers that with the raised roses on itno need to choose no need to buy and each tray with its surprises we dont shut till seven and then it is seven she runs she rushes home she reaches but too late neighboursthe doctorbaby brotherthe kettlescaldedhospitaldeador only the shock of it the blame ah but the detail matters nothing its what she carries with her the spot the crime the thing to expiate always there between her shoulders yes she seems to nod to me its the thing i did,1
whether you did or what you did i dont mind its not the thing i want the drapers window looped with violetthatll do a little cheap perhaps a little commonplacesince one has a choice of crimes but then so many let me peep across againstill sleeping or pretending sleep white worn the mouth closeda touch of obstinacy more than one would thinkno hint of sexso many crimes arent your crime your crime was cheap only the retribution solemn for now the church door opens the hard wooden pew receives her on the brown tiles she kneels every day winter summer dusk dawn here shes at it prays all her sins fall fall for ever fall the spot receives them its raised its red its burning next she twitches small boys point bob at lunch todaybut elderly women are the worst,1
indeed now you cant sit praying any longer krugers sunk beneath the cloudswashed over as with a painters brush of liquid grey to which he adds a tinge of blackeven the tip of the truncheon gone now thats what always happens just as youve seen him felt him someone interrupts its hilda now,1
how you hate her shell even lock the bathroom door overnight too though its only cold water you want and sometimes when the nights been bad it seems as if washing helped and john at breakfastthe childrenmeals are worst and sometimes there are friendsferns dont altogether hide emthey guess too so out you go along the front where the waves are grey and the papers blow and the glass shelters green and draughty and the chairs cost tuppencetoo muchfor there must be preachers along the sands ah thats a niggerthats a funny manthats a man with parakeetspoor little creatures is there no one here who thinks of godjust up there over the pier with his rodbut notheres nothing but grey in the sky or if its blue the white clouds hide him and the musicits military musicand what they are fishing for do they catch them how the children stare well then home a back wayhome a back way the words have meaning might have been spoken by the old man with whiskersno no he didnt really speak but everything has meaningplacards leaning against doorwaysnames above shopwindowsred fruit in basketswomens heads in the hairdressersall say minnie marsh but heres a jerk eggs are cheaper thats what always happens i was heading her over the waterfall straight for madness when like a flock of dream sheep she turns tother way and runs between my fingers eggs are cheaper tethered to the shores of the world none of the crimes sorrows rhapsodies or insanities for poor minnie marsh never late for luncheon never caught in a storm without a mackintosh never utterly unconscious of the cheapness of eggs so she reaches homescrapes her boots,1
